odtaz_timeslot,o2d_taz,timeslot,ODcount
"1009-37,19-24",1009-37,19-24,12
"1009-46,19-24",1009-46,19-24,36
"1009-47,17-19",1009-47,17-19,12
"1009-47,19-24",1009-47,19-24,12
"1009-47,9-17",1009-47,9-17,18
"1009-52,7-9",1009-52,7-9,12
"1009-53,9-17",1009-53,9-17,12
"1009-54,9-17",1009-54,9-17,12
"1009-7,0-7",1009-7,0-7,48
"1009-7,17-19",1009-7,17-19,60
"1009-7,19-24",1009-7,19-24,48
"1009-7,9-17",1009-7,9-17,60
"1009-74,17-19",1009-74,17-19,24
"1009-77,19-24",1009-77,19-24,24
"1009-79,9-17",1009-79,9-17,24
"1009-81,9-17",1009-81,9-17,24
"1009-84,9-17",1009-84,9-17,24
"1009-85,0-7",1009-85,0-7,24
"1009-85,17-19",1009-85,17-19,12
"1009-85,19-24",1009-85,19-24,12
"1009-85,9-17",1009-85,9-17,31
"1009-86,17-19",1009-86,17-19,12
"1009-9,19-24",1009-9,19-24,12
"101-1002,17-19",101-1002,17-19,12
"101-1002,9-17",101-1002,9-17,12
"101-1003,7-9",101-1003,7-9,12
"101-104,17-19",101-104,17-19,12
"101-104,19-24",101-104,19-24,24
"101-104,9-17",101-104,9-17,12
"101-110,9-17",101-110,9-17,12
"101-123,7-9",101-123,7-9,8
"101-125,19-24",101-125,19-24,12
"101-136,19-24",101-136,19-24,12
"101-164,7-9",101-164,7-9,12
"101-164,9-17",101-164,9-17,12
"101-176,7-9",101-176,7-9,12
"101-18,0-7",101-18,0-7,12
"101-2,17-19",101-2,17-19,12
"101-2,7-9",101-2,7-9,12
"101-201,0-7",101-201,0-7,12
"101-203,17-19",101-203,17-19,12
"101-204,19-24",101-204,19-24,12
"101-205,0-7",101-205,0-7,12
"101-21,0-7",101-21,0-7,12
"101-22,0-7",101-22,0-7,12
"101-3,19-24",101-3,19-24,24
"101-46,17-19",101-46,17-19,12
"101-6,19-24",101-6,19-24,12
"101-7,9-17",101-7,9-17,24
"101-74,9-17",101-74,9-17,24
"101-85,19-24",101-85,19-24,12
"101-87,0-7",101-87,0-7,12
"1010-1,9-17",1010-1,9-17,12
"1010-1005,9-17",1010-1005,9-17,12
"1010-1009,19-24",1010-1009,19-24,24
"1010-1009,9-17",1010-1009,9-17,36
"1010-144,0-7",1010-144,0-7,12
"1010-160,0-7",1010-160,0-7,48
"1010-165,9-17",1010-165,9-17,12
"1010-17,17-19",1010-17,17-19,12
"1010-172,9-17",1010-172,9-17,12
"1010-182,19-24",1010-182,19-24,12
"1010-2,9-17",1010-2,9-17,12
"1010-203,17-19",1010-203,17-19,9
"1010-205,19-24",1010-205,19-24,12
"1010-3,19-24",1010-3,19-24,12
"1010-3,7-9",1010-3,7-9,12
"1010-30,9-17",1010-30,9-17,24
"1010-32,9-17",1010-32,9-17,24
"1010-33,9-17",1010-33,9-17,12
"1010-65,19-24",1010-65,19-24,12
"1010-7,0-7",1010-7,0-7,12
"1010-7,17-19",1010-7,17-19,24
"1010-7,19-24",1010-7,19-24,24
"1010-7,7-9",1010-7,7-9,12
"1010-76,9-17",1010-76,9-17,12
"1010-79,9-17",1010-79,9-17,24
"1010-84,19-24",1010-84,19-24,12
"1010-84,9-17",1010-84,9-17,12
"1010-85,9-17",1010-85,9-17,12
"1011-1,7-9",1011-1,7-9,12
"1011-1010,9-17",1011-1010,9-17,12
"1011-160,9-17",1011-160,9-17,24
"1011-164,7-9",1011-164,7-9,9
"1011-194,9-17",1011-194,9-17,12
"1011-21,9-17",1011-21,9-17,12
"1011-22,17-19",1011-22,17-19,12
"1011-22,7-9",1011-22,7-9,12
"1011-47,19-24",1011-47,19-24,12
"1011-7,7-9",1011-7,7-9,12
"1011-79,19-24",1011-79,19-24,24
"1011-85,9-17",1011-85,9-17,12
"1013-1,0-7",1013-1,0-7,12
"1013-1,19-24",1013-1,19-24,12
"1013-1,7-9",1013-1,7-9,24
"1013-1,9-17",1013-1,9-17,12
"1013-10,9-17",1013-10,9-17,12
"1013-1003,19-24",1013-1003,19-24,12
"1013-1003,9-17",1013-1003,9-17,12
"1013-1009,17-19",1013-1009,17-19,24
"1013-1009,7-9",1013-1009,7-9,24
"1013-1011,7-9",1013-1011,7-9,12
"1013-1013,19-24",1013-1013,19-24,12
"1013-1015,19-24",1013-1015,19-24,36
"1013-1015,9-17",1013-1015,9-17,24
"1013-104,0-7",1013-104,0-7,12
"1013-104,17-19",1013-104,17-19,48
"1013-104,19-24",1013-104,19-24,24
"1013-104,7-9",1013-104,7-9,12
"1013-104,9-17",1013-104,9-17,24
"1013-113,7-9",1013-113,7-9,12
"1013-113,9-17",1013-113,9-17,12
"1013-129,0-7",1013-129,0-7,12
"1013-163,9-17",1013-163,9-17,12
"1013-164,17-19",1013-164,17-19,12
"1013-164,7-9",1013-164,7-9,12
"1013-2,19-24",1013-2,19-24,48
"1013-2,7-9",1013-2,7-9,24
"1013-2,9-17",1013-2,9-17,12
"1013-22,9-17",1013-22,9-17,12
"1013-3,0-7",1013-3,0-7,84
"1013-3,17-19",1013-3,17-19,156
"1013-3,19-24",1013-3,19-24,240
"1013-3,7-9",1013-3,7-9,144
"1013-3,9-17",1013-3,9-17,624
"1013-41,9-17",1013-41,9-17,24
"1013-42,17-19",1013-42,17-19,12
"1013-42,19-24",1013-42,19-24,12
"1013-43,19-24",1013-43,19-24,12
"1013-44,9-17",1013-44,9-17,12
"1013-45,17-19",1013-45,17-19,12
"1013-45,7-9",1013-45,7-9,12
"1013-45,9-17",1013-45,9-17,12
"1013-46,0-7",1013-46,0-7,72
"1013-46,17-19",1013-46,17-19,240
"1013-46,19-24",1013-46,19-24,324
"1013-46,7-9",1013-46,7-9,240
"1013-46,9-17",1013-46,9-17,576
"1013-47,0-7",1013-47,0-7,36
"1013-47,17-19",1013-47,17-19,120
"1013-47,19-24",1013-47,19-24,132
"1013-47,7-9",1013-47,7-9,60
"1013-47,9-17",1013-47,9-17,360
"1013-52,9-17",1013-52,9-17,12
"1013-6,7-9",1013-6,7-9,12
"1013-7,0-7",1013-7,0-7,120
"1013-7,17-19",1013-7,17-19,156
"1013-7,19-24",1013-7,19-24,312
"1013-7,7-9",1013-7,7-9,48
"1013-7,9-17",1013-7,9-17,432
"1013-83,0-7",1013-83,0-7,24
"1013-83,17-19",1013-83,17-19,24
"1013-83,19-24",1013-83,19-24,24
"1013-83,7-9",1013-83,7-9,24
"1013-83,9-17",1013-83,9-17,108
"1013-84,0-7",1013-84,0-7,60
"1013-84,17-19",1013-84,17-19,84
"1013-84,19-24",1013-84,19-24,180
"1013-84,7-9",1013-84,7-9,168
"1013-84,9-17",1013-84,9-17,132
"1013-85,0-7",1013-85,0-7,324
"1013-85,17-19",1013-85,17-19,636
"1013-85,19-24",1013-85,19-24,1015
"1013-85,7-9",1013-85,7-9,451
"1013-85,9-17",1013-85,9-17,2628
"1013-86,19-24",1013-86,19-24,12
"1013-86,9-17",1013-86,9-17,24
"1013-87,9-17",1013-87,9-17,12
"1013-98,19-24",1013-98,19-24,12
"1014-1,19-24",1014-1,19-24,12
"1014-1014,0-7",1014-1014,0-7,12
"1014-1014,7-9",1014-1014,7-9,12
"1014-181,9-17",1014-181,9-17,12
"1014-19,19-24",1014-19,19-24,12
"1014-19,9-17",1014-19,9-17,12
"1014-25,19-24",1014-25,19-24,12
"1014-3,7-9",1014-3,7-9,48
"1014-3,9-17",1014-3,9-17,24
"1014-39,9-17",1014-39,9-17,12
"1014-83,0-7",1014-83,0-7,12
"1014-9,9-17",1014-9,9-17,12
"1015-1,7-9",1015-1,7-9,12
"1015-1,9-17",1015-1,9-17,24
"1015-1013,7-9",1015-1013,7-9,12
"1015-1013,9-17",1015-1013,9-17,12
"1015-1015,17-19",1015-1015,17-19,48
"1015-1015,7-9",1015-1015,7-9,24
"1015-102,7-9",1015-102,7-9,12
"1015-104,7-9",1015-104,7-9,12
"1015-104,9-17",1015-104,9-17,12
"1015-108,0-7",1015-108,0-7,12
"1015-108,19-24",1015-108,19-24,12
"1015-113,0-7",1015-113,0-7,12
"1015-156,9-17",1015-156,9-17,12
"1015-164,17-19",1015-164,17-19,12
"1015-164,7-9",1015-164,7-9,12
"1015-164,9-17",1015-164,9-17,12
"1015-165,7-9",1015-165,7-9,12
"1015-2,9-17",1015-2,9-17,24
"1015-24,19-24",1015-24,19-24,12
"1015-25,7-9",1015-25,7-9,12
"1015-35,7-9",1015-35,7-9,12
"1015-47,9-17",1015-47,9-17,12
"1015-48,7-9",1015-48,7-9,12
"1015-52,0-7",1015-52,0-7,12
"1015-52,17-19",1015-52,17-19,12
"1015-55,19-24",1015-55,19-24,12
"1015-58,9-17",1015-58,9-17,24
"1015-61,0-7",1015-61,0-7,12
"1015-68,7-9",1015-68,7-9,12
"1015-7,17-19",1015-7,17-19,12
"1015-7,7-9",1015-7,7-9,12
"1015-84,19-24",1015-84,19-24,12
"1015-84,7-9",1015-84,7-9,12
"1015-85,9-17",1015-85,9-17,24
"1015-87,9-17",1015-87,9-17,12
"1015-91,9-17",1015-91,9-17,12
"1015-94,0-7",1015-94,0-7,12
"102-10,19-24",102-10,19-24,12
"102-1002,7-9",102-1002,7-9,12
"102-104,0-7",102-104,0-7,12
"102-104,7-9",102-104,7-9,12
"102-104,9-17",102-104,9-17,24
"102-108,7-9",102-108,7-9,12
"102-113,9-17",102-113,9-17,24
"102-139,9-17",102-139,9-17,12
"102-142,19-24",102-142,19-24,9
"102-155,7-9",102-155,7-9,12
"102-159,19-24",102-159,19-24,12
"102-164,17-19",102-164,17-19,24
"102-164,19-24",102-164,19-24,12
"102-32,7-9",102-32,7-9,12
"102-88,7-9",102-88,7-9,12
"102-95,19-24",102-95,19-24,12
"103-144,19-24",103-144,19-24,12
"103-207,7-9",103-207,7-9,12
"103-21,0-7",103-21,0-7,12
"103-22,9-17",103-22,9-17,24
"103-97,9-17",103-97,9-17,12
"104-1,17-19",104-1,17-19,36
"104-1,19-24",104-1,19-24,9
"104-1,9-17",104-1,9-17,24
"104-10,0-7",104-10,0-7,12
"104-1001,19-24",104-1001,19-24,12
"104-1001,9-17",104-1001,9-17,24
"104-1002,17-19",104-1002,17-19,12
"104-1002,7-9",104-1002,7-9,24
"104-1003,0-7",104-1003,0-7,36
"104-1003,17-19",104-1003,17-19,36
"104-1003,7-9",104-1003,7-9,12
"104-1003,9-17",104-1003,9-17,24
"104-1004,0-7",104-1004,0-7,12
"104-1004,17-19",104-1004,17-19,24
"104-1004,9-17",104-1004,9-17,24
"104-1005,9-17",104-1005,9-17,12
"104-1009,0-7",104-1009,0-7,24
"104-1009,19-24",104-1009,19-24,39
"104-101,0-7",104-101,0-7,12
"104-101,19-24",104-101,19-24,12
"104-101,9-17",104-101,9-17,12
"104-1010,0-7",104-1010,0-7,6
"104-1010,19-24",104-1010,19-24,12
"104-1011,7-9",104-1011,7-9,12
"104-1013,0-7",104-1013,0-7,12
"104-1013,17-19",104-1013,17-19,12
"104-1013,19-24",104-1013,19-24,48
"104-1013,9-17",104-1013,9-17,24
"104-1015,19-24",104-1015,19-24,24
"104-1015,7-9",104-1015,7-9,12
"104-102,17-19",104-102,17-19,12
"104-102,7-9",104-102,7-9,12
"104-103,7-9",104-103,7-9,12
"104-104,0-7",104-104,0-7,48
"104-104,17-19",104-104,17-19,24
"104-104,19-24",104-104,19-24,48
"104-104,7-9",104-104,7-9,12
"104-104,9-17",104-104,9-17,60
"104-110,9-17",104-110,9-17,12
"104-113,17-19",104-113,17-19,36
"104-113,19-24",104-113,19-24,12
"104-113,9-17",104-113,9-17,12
"104-116,7-9",104-116,7-9,12
"104-127,0-7",104-127,0-7,12
"104-128,17-19",104-128,17-19,12
"104-142,0-7",104-142,0-7,12
"104-142,19-24",104-142,19-24,24
"104-144,0-7",104-144,0-7,12
"104-160,19-24",104-160,19-24,24
"104-161,0-7",104-161,0-7,12
"104-162,0-7",104-162,0-7,12
"104-162,17-19",104-162,17-19,12
"104-163,19-24",104-163,19-24,12
"104-163,7-9",104-163,7-9,12
"104-164,0-7",104-164,0-7,12
"104-164,19-24",104-164,19-24,48
"104-164,7-9",104-164,7-9,24
"104-164,9-17",104-164,9-17,48
"104-165,19-24",104-165,19-24,12
"104-165,9-17",104-165,9-17,12
"104-17,0-7",104-17,0-7,12
"104-17,7-9",104-17,7-9,24
"104-175,7-9",104-175,7-9,12
"104-204,7-9",104-204,7-9,12
"104-205,0-7",104-205,0-7,12
"104-205,7-9",104-205,7-9,12
"104-206,19-24",104-206,19-24,12
"104-21,0-7",104-21,0-7,10
"104-21,9-17",104-21,9-17,12
"104-22,17-19",104-22,17-19,36
"104-22,19-24",104-22,19-24,21
"104-3,7-9",104-3,7-9,12
"104-3,9-17",104-3,9-17,10
"104-32,19-24",104-32,19-24,24
"104-32,7-9",104-32,7-9,12
"104-32,9-17",104-32,9-17,21
"104-33,19-24",104-33,19-24,12
"104-33,7-9",104-33,7-9,12
"104-33,9-17",104-33,9-17,24
"104-45,19-24",104-45,19-24,12
"104-47,17-19",104-47,17-19,12
"104-47,19-24",104-47,19-24,12
"104-47,9-17",104-47,9-17,12
"104-52,0-7",104-52,0-7,12
"104-54,17-19",104-54,17-19,12
"104-54,19-24",104-54,19-24,12
"104-54,7-9",104-54,7-9,12
"104-54,9-17",104-54,9-17,12
"104-55,19-24",104-55,19-24,12
"104-6,19-24",104-6,19-24,12
"104-63,19-24",104-63,19-24,24
"104-63,7-9",104-63,7-9,24
"104-63,9-17",104-63,9-17,24
"104-64,9-17",104-64,9-17,24
"104-7,17-19",104-7,17-19,12
"104-7,19-24",104-7,19-24,12
"104-7,7-9",104-7,7-9,12
"104-7,9-17",104-7,9-17,36
"104-74,0-7",104-74,0-7,24
"104-77,19-24",104-77,19-24,12
"104-79,19-24",104-79,19-24,24
"104-79,9-17",104-79,9-17,24
"104-80,0-7",104-80,0-7,12
"104-81,0-7",104-81,0-7,24
"104-81,7-9",104-81,7-9,24
"104-84,19-24",104-84,19-24,24
"104-84,7-9",104-84,7-9,12
"104-84,9-17",104-84,9-17,48
"104-85,19-24",104-85,19-24,24
"104-86,0-7",104-86,0-7,12
"104-88,7-9",104-88,7-9,12
"104-90,0-7",104-90,0-7,24
"104-90,19-24",104-90,19-24,12
"104-93,9-17",104-93,9-17,12
"104-95,0-7",104-95,0-7,12
"104-95,9-17",104-95,9-17,12
"104-97,0-7",104-97,0-7,24
"104-97,7-9",104-97,7-9,12
"104-98,0-7",104-98,0-7,12
"104-98,17-19",104-98,17-19,12
"104-98,9-17",104-98,9-17,12
"107-100,9-17",107-100,9-17,12
"107-123,17-19",107-123,17-19,12
"107-129,0-7",107-129,0-7,12
"107-181,19-24",107-181,19-24,12
"107-208,19-24",107-208,19-24,12
"107-76,17-19",107-76,17-19,24
"107-85,19-24",107-85,19-24,8
"107-85,9-17",107-85,9-17,12
"107-98,19-24",107-98,19-24,12
"108-1,19-24",108-1,19-24,12
"108-10,9-17",108-10,9-17,12
"108-1015,19-24",108-1015,19-24,12
"108-102,0-7",108-102,0-7,12
"108-102,9-17",108-102,9-17,12
"108-164,0-7",108-164,0-7,24
"108-179,19-24",108-179,19-24,24
"108-181,19-24",108-181,19-24,12
"108-19,17-19",108-19,17-19,12
"108-190,17-19",108-190,17-19,12
"108-206,9-17",108-206,9-17,12
"108-32,19-24",108-32,19-24,12
"108-32,7-9",108-32,7-9,12
"108-46,17-19",108-46,17-19,12
"108-47,19-24",108-47,19-24,24
"108-55,9-17",108-55,9-17,12
"108-64,9-17",108-64,9-17,24
"108-7,7-9",108-7,7-9,12
"108-77,7-9",108-77,7-9,24
"108-80,9-17",108-80,9-17,24
"108-85,0-7",108-85,0-7,12
"108-86,0-7",108-86,0-7,12
"108-96,19-24",108-96,19-24,12
"109-1009,9-17",109-1009,9-17,12
"109-110,9-17",109-110,9-17,12
"109-165,19-24",109-165,19-24,12
"109-43,0-7",109-43,0-7,12
"109-82,9-17",109-82,9-17,24
"109-98,0-7",109-98,0-7,12
"110-101,0-7",110-101,0-7,12
"110-104,7-9",110-104,7-9,12
"110-113,0-7",110-113,0-7,12
"110-131,0-7",110-131,0-7,12
"110-145,17-19",110-145,17-19,12
"110-164,17-19",110-164,17-19,12
"110-165,9-17",110-165,9-17,12
"110-205,0-7",110-205,0-7,12
"110-42,0-7",110-42,0-7,12
"110-74,0-7",110-74,0-7,24
"110-80,19-24",110-80,19-24,24
"110-83,17-19",110-83,17-19,12
"110-86,0-7",110-86,0-7,12
"110-86,19-24",110-86,19-24,12
"112-1013,19-24",112-1013,19-24,12
"112-46,0-7",112-46,0-7,12
"113-1,0-7",113-1,0-7,24
"113-1,9-17",113-1,9-17,12
"113-10,0-7",113-10,0-7,12
"113-1001,7-9",113-1001,7-9,12
"113-1001,9-17",113-1001,9-17,12
"113-1002,19-24",113-1002,19-24,24
"113-1002,7-9",113-1002,7-9,12
"113-1002,9-17",113-1002,9-17,36
"113-1003,0-7",113-1003,0-7,24
"113-1003,17-19",113-1003,17-19,60
"113-1003,19-24",113-1003,19-24,84
"113-1003,7-9",113-1003,7-9,24
"113-1003,9-17",113-1003,9-17,48
"113-1004,17-19",113-1004,17-19,36
"113-1004,19-24",113-1004,19-24,12
"113-1004,7-9",113-1004,7-9,12
"113-1004,9-17",113-1004,9-17,12
"113-1005,0-7",113-1005,0-7,12
"113-1005,19-24",113-1005,19-24,12
"113-1005,7-9",113-1005,7-9,12
"113-1009,9-17",113-1009,9-17,12
"113-101,0-7",113-101,0-7,12
"113-101,9-17",113-101,9-17,12
"113-1013,9-17",113-1013,9-17,12
"113-1015,0-7",113-1015,0-7,12
"113-102,17-19",113-102,17-19,12
"113-102,7-9",113-102,7-9,12
"113-104,17-19",113-104,17-19,12
"113-104,19-24",113-104,19-24,12
"113-104,7-9",113-104,7-9,12
"113-104,9-17",113-104,9-17,24
"113-105,9-17",113-105,9-17,12
"113-108,9-17",113-108,9-17,12
"113-113,9-17",113-113,9-17,12
"113-114,0-7",113-114,0-7,12
"113-115,9-17",113-115,9-17,8
"113-119,9-17",113-119,9-17,12
"113-128,9-17",113-128,9-17,12
"113-131,19-24",113-131,19-24,10
"113-131,7-9",113-131,7-9,12
"113-164,0-7",113-164,0-7,24
"113-164,17-19",113-164,17-19,12
"113-164,19-24",113-164,19-24,24
"113-164,7-9",113-164,7-9,24
"113-164,9-17",113-164,9-17,48
"113-165,9-17",113-165,9-17,12
"113-168,9-17",113-168,9-17,12
"113-194,9-17",113-194,9-17,12
"113-195,19-24",113-195,19-24,12
"113-205,17-19",113-205,17-19,12
"113-205,9-17",113-205,9-17,24
"113-206,19-24",113-206,19-24,12
"113-3,19-24",113-3,19-24,24
"113-3,9-17",113-3,9-17,24
"113-43,7-9",113-43,7-9,12
"113-47,9-17",113-47,9-17,12
"113-52,9-17",113-52,9-17,12
"113-7,19-24",113-7,19-24,12
"113-7,9-17",113-7,9-17,12
"113-79,0-7",113-79,0-7,24
"113-79,9-17",113-79,9-17,24
"113-83,9-17",113-83,9-17,21
"113-84,0-7",113-84,0-7,12
"113-84,17-19",113-84,17-19,24
"113-84,7-9",113-84,7-9,36
"113-84,9-17",113-84,9-17,24
"113-85,17-19",113-85,17-19,24
"113-86,7-9",113-86,7-9,12
"113-87,7-9",113-87,7-9,12
"113-95,7-9",113-95,7-9,12
"113-95,9-17",113-95,9-17,12
"114-1,7-9",114-1,7-9,12
"114-1,9-17",114-1,9-17,12
"114-10,19-24",114-10,19-24,12
"114-10,9-17",114-10,9-17,12
"114-100,9-17",114-100,9-17,12
"114-1001,9-17",114-1001,9-17,10
"114-1005,7-9",114-1005,7-9,12
"114-1005,9-17",114-1005,9-17,12
"114-1007,9-17",114-1007,9-17,12
"114-1008,19-24",114-1008,19-24,12
"114-1008,9-17",114-1008,9-17,12
"114-1009,0-7",114-1009,0-7,24
"114-1009,17-19",114-1009,17-19,12
"114-1009,19-24",114-1009,19-24,24
"114-1009,9-17",114-1009,9-17,24
"114-113,19-24",114-113,19-24,12
"114-113,9-17",114-113,9-17,12
"114-114,17-19",114-114,17-19,12
"114-114,7-9",114-114,7-9,12
"114-115,17-19",114-115,17-19,12
"114-116,19-24",114-116,19-24,24
"114-116,9-17",114-116,9-17,12
"114-118,0-7",114-118,0-7,12
"114-118,19-24",114-118,19-24,12
"114-118,9-17",114-118,9-17,12
"114-119,7-9",114-119,7-9,12
"114-123,7-9",114-123,7-9,12
"114-127,19-24",114-127,19-24,12
"114-128,0-7",114-128,0-7,12
"114-128,19-24",114-128,19-24,12
"114-128,7-9",114-128,7-9,12
"114-128,9-17",114-128,9-17,12
"114-129,0-7",114-129,0-7,24
"114-129,19-24",114-129,19-24,12
"114-129,9-17",114-129,9-17,12
"114-132,7-9",114-132,7-9,12
"114-132,9-17",114-132,9-17,12
"114-140,19-24",114-140,19-24,12
"114-140,9-17",114-140,9-17,12
"114-142,0-7",114-142,0-7,24
"114-142,17-19",114-142,17-19,12
"114-142,19-24",114-142,19-24,48
"114-142,7-9",114-142,7-9,12
"114-142,9-17",114-142,9-17,48
"114-144,0-7",114-144,0-7,48
"114-144,17-19",114-144,17-19,12
"114-144,19-24",114-144,19-24,12
"114-144,7-9",114-144,7-9,12
"114-144,9-17",114-144,9-17,36
"114-148,9-17",114-148,9-17,12
"114-154,19-24",114-154,19-24,12
"114-156,9-17",114-156,9-17,12
"114-163,7-9",114-163,7-9,12
"114-164,0-7",114-164,0-7,24
"114-164,17-19",114-164,17-19,12
"114-164,19-24",114-164,19-24,24
"114-164,9-17",114-164,9-17,43
"114-165,19-24",114-165,19-24,36
"114-165,7-9",114-165,7-9,12
"114-165,9-17",114-165,9-17,24
"114-171,9-17",114-171,9-17,12
"114-180,17-19",114-180,17-19,12
"114-180,9-17",114-180,9-17,12
"114-193,17-19",114-193,17-19,12
"114-193,9-17",114-193,9-17,12
"114-194,17-19",114-194,17-19,12
"114-198,9-17",114-198,9-17,12
"114-199,0-7",114-199,0-7,12
"114-2,7-9",114-2,7-9,12
"114-200,17-19",114-200,17-19,12
"114-201,7-9",114-201,7-9,12
"114-203,9-17",114-203,9-17,12
"114-204,19-24",114-204,19-24,12
"114-205,9-17",114-205,9-17,10
"114-3,9-17",114-3,9-17,24
"114-32,0-7",114-32,0-7,24
"114-32,17-19",114-32,17-19,12
"114-32,19-24",114-32,19-24,12
"114-32,7-9",114-32,7-9,12
"114-32,9-17",114-32,9-17,72
"114-33,19-24",114-33,19-24,12
"114-36,19-24",114-36,19-24,12
"114-43,19-24",114-43,19-24,12
"114-46,9-17",114-46,9-17,24
"114-47,19-24",114-47,19-24,12
"114-47,9-17",114-47,9-17,24
"114-54,9-17",114-54,9-17,12
"114-58,9-17",114-58,9-17,12
"114-7,9-17",114-7,9-17,24
"114-70,19-24",114-70,19-24,12
"114-75,19-24",114-75,19-24,12
"114-83,7-9",114-83,7-9,12
"114-84,17-19",114-84,17-19,12
"114-85,9-17",114-85,9-17,12
"115-1,19-24",115-1,19-24,12
"115-1009,9-17",115-1009,9-17,24
"115-115,17-19",115-115,17-19,12
"115-115,19-24",115-115,19-24,12
"115-115,7-9",115-115,7-9,24
"115-132,19-24",115-132,19-24,12
"115-164,19-24",115-164,19-24,12
"115-164,9-17",115-164,9-17,48
"115-165,19-24",115-165,19-24,12
"115-200,9-17",115-200,9-17,12
"115-46,19-24",115-46,19-24,12
"115-47,19-24",115-47,19-24,12
"115-63,7-9",115-63,7-9,24
"115-7,9-17",115-7,9-17,12
"115-85,0-7",115-85,0-7,12
"115-85,9-17",115-85,9-17,12
"116-1,9-17",116-1,9-17,12
"116-10,17-19",116-10,17-19,12
"116-10,7-9",116-10,7-9,12
"116-1005,19-24",116-1005,19-24,12
"116-1005,9-17",116-1005,9-17,12
"116-1009,17-19",116-1009,17-19,12
"116-104,17-19",116-104,17-19,12
"116-114,19-24",116-114,19-24,12
"116-116,0-7",116-116,0-7,24
"116-117,17-19",116-117,17-19,12
"116-117,9-17",116-117,9-17,12
"116-126,0-7",116-126,0-7,12
"116-127,19-24",116-127,19-24,12
"116-128,9-17",116-128,9-17,12
"116-129,0-7",116-129,0-7,24
"116-138,9-17",116-138,9-17,12
"116-139,9-17",116-139,9-17,12
"116-142,0-7",116-142,0-7,60
"116-142,19-24",116-142,19-24,24
"116-142,7-9",116-142,7-9,12
"116-142,9-17",116-142,9-17,24
"116-144,0-7",116-144,0-7,12
"116-144,17-19",116-144,17-19,12
"116-144,7-9",116-144,7-9,24
"116-144,9-17",116-144,9-17,12
"116-148,7-9",116-148,7-9,12
"116-156,17-19",116-156,17-19,12
"116-156,9-17",116-156,9-17,12
"116-160,7-9",116-160,7-9,24
"116-160,9-17",116-160,9-17,24
"116-161,7-9",116-161,7-9,12
"116-164,0-7",116-164,0-7,36
"116-164,19-24",116-164,19-24,60
"116-164,9-17",116-164,9-17,120
"116-165,0-7",116-165,0-7,12
"116-165,7-9",116-165,7-9,36
"116-165,9-17",116-165,9-17,24
"116-185,0-7",116-185,0-7,12
"116-185,7-9",116-185,7-9,12
"116-194,9-17",116-194,9-17,12
"116-196,19-24",116-196,19-24,12
"116-196,9-17",116-196,9-17,12
"116-2,17-19",116-2,17-19,12
"116-200,7-9",116-200,7-9,12
"116-201,9-17",116-201,9-17,36
"116-52,19-24",116-52,19-24,12
"117-1,19-24",117-1,19-24,12
"117-1009,0-7",117-1009,0-7,12
"117-1009,9-17",117-1009,9-17,12
"117-114,7-9",117-114,7-9,12
"117-164,0-7",117-164,0-7,12
"117-164,19-24",117-164,19-24,24
"117-164,9-17",117-164,9-17,12
"117-165,0-7",117-165,0-7,12
"117-165,7-9",117-165,7-9,12
"117-22,19-24",117-22,19-24,12
"117-23,17-19",117-23,17-19,12
"117-24,17-19",117-24,17-19,12
"117-24,9-17",117-24,9-17,12
"117-25,19-24",117-25,19-24,12
"117-3,0-7",117-3,0-7,12
"117-3,17-19",117-3,17-19,12
"117-3,19-24",117-3,19-24,12
"117-3,9-17",117-3,9-17,24
"117-30,9-17",117-30,9-17,12
"117-32,0-7",117-32,0-7,12
"117-32,17-19",117-32,17-19,12
"117-32,9-17",117-32,9-17,12
"117-53,17-19",117-53,17-19,12
"117-71,17-19",117-71,17-19,12
"117-73,19-24",117-73,19-24,12
"117-8,19-24",117-8,19-24,12
"118-1003,7-9",118-1003,7-9,12
"118-1009,0-7",118-1009,0-7,12
"118-1009,9-17",118-1009,9-17,12
"118-113,7-9",118-113,7-9,12
"118-114,19-24",118-114,19-24,12
"118-132,9-17",118-132,9-17,12
"118-134,9-17",118-134,9-17,12
"118-136,9-17",118-136,9-17,12
"118-156,0-7",118-156,0-7,12
"118-156,9-17",118-156,9-17,12
"118-164,0-7",118-164,0-7,12
"118-164,17-19",118-164,17-19,12
"118-164,19-24",118-164,19-24,24
"118-164,9-17",118-164,9-17,24
"118-165,0-7",118-165,0-7,12
"118-165,7-9",118-165,7-9,12
"118-165,9-17",118-165,9-17,12
"118-199,7-9",118-199,7-9,12
"118-201,19-24",118-201,19-24,12
"118-205,19-24",118-205,19-24,12
"118-44,9-17",118-44,9-17,12
"118-62,19-24",118-62,19-24,12
"118-79,19-24",118-79,19-24,24
"118-83,0-7",118-83,0-7,12
"118-83,9-17",118-83,9-17,10
"119-10,9-17",119-10,9-17,12
"119-1005,0-7",119-1005,0-7,12
"119-1009,0-7",119-1009,0-7,12
"119-114,9-17",119-114,9-17,12
"119-129,9-17",119-129,9-17,12
"119-164,0-7",119-164,0-7,24
"119-164,19-24",119-164,19-24,24
"119-164,7-9",119-164,7-9,24
"119-164,9-17",119-164,9-17,60
"119-165,19-24",119-165,19-24,12
"119-165,9-17",119-165,9-17,12
"119-200,9-17",119-200,9-17,12
"119-202,0-7",119-202,0-7,12
"119-203,19-24",119-203,19-24,12
